"id","query","agent","topic"
"2753","我在使用LTS服务，已知表名为 `log`，该表包含字段 `__time`，我们想要计算当前时间与日志中最新时间的时间差（延迟），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2754","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.context.keyword`，我们想要从日志中提取上下文内容的前 150 个字符（`labels.context.keyword`），统计每个上下文内容的出现次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2755","我在使用LTS服务，已知表名为 `log`，该表包含字段 `__time`，我们想要按分钟对日志时间进行分组，统计每分钟的错误数量，并按照时间升序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2756","我在使用LTS服务，已知表名为 `log`，该表包含字段 `url`，我们想要统计日志中每个 URL 的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2757","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.time(long)`，我们想要从日志中查询所有字段，并按照时间字段（`labels.time(long)`）的降序排列，最后返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2758","我在使用LTS服务，已知表名为 `log`，该表包含字段 `janus_group`、`labels.host.keyword`、`labels.uri.keyword` 和 `labels.status(long)`，我们想要统计日志中每组 Janus 组、域名、URI 和状态码组合的出现次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2759","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中状态码为 504 的记录数量（`SUM_504`）以及状态码不为 504 的记录数量（`SUM_OTHER_50X`）。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2760","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword`、`labels.req.keyword` 和 `labels.res.keyword`，我们想要统计日志中每组消息子字符串、请求和响应组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2761","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中每个状态码（`labels.status(long)`）出现的次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2762","我在使用LTS服务，已知表名为 `log`，该表包含字段不明确（未指定字段），我们想要统计日志表的总行数，并返回前 1 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2763","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息子字符串的前 300 个字符（`labels.msg_substring_.keyword`）和应用名（`labels.aid.keyword`），统计每组消息子字符串和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于 10）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2764","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.sid.keyword`，我们想要统计日志中每个不同的会话 ID（`labels.sid.keyword`）出现的次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2765","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.rid(long)`，我们想要统计日志中请求 ID（`labels.rid(long)`）的去重数量，并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2766","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.server_id.keyword`、`labels.e_msg.keyword` 和 `labels.error_code(long)`，我们想要统计日志中每组服务器 ID、错误消息和错误代码组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2767","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name` 和 `alarm_time`，我们想要统计日志中每组服务器名称和告警时间组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2768","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword` 和 `labels.req.keyword`，我们想要根据消息子字符串的内容分类（如“封禁房间”、“封禁用户”等），统计每组消息类型和请求组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2769","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 150 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 25）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 10 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2770","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.upstream_addr.keyword`，我们想要统计日志中每个不同的上游地址（`labels.upstream_addr.keyword`）出现的次数，并按照出现次数的降序排列，返回出现次数最多的前 10 条记录。请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2771","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 30）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2772","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 150 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 20）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2773","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`、`labels.host.keyword` 和 `labels.uri.keyword`，我们想要统计日志中每组状态码、主机和 URI 组合的出现次数，并按照出现次数的降序排列，最后返回前 10 条记录，同时将结果格式化为包含状态码、数量、主机和 URI 的字符串。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2774","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 1）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2775","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中每个状态码（`labels.status(long)`）的出现次数，并计算其占总日志数量的百分比，最后按照出现次数的降序排列，返回前 10 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2776","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.uri.keyword` 和 `__time`，我们想要统计日志中每个 URI（`labels.uri.keyword`）在不同时间（按分钟截取）的出现次数，并按照时间降序排列，最后返回前 1440 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2777","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword`，我们想要从日志中提取消息子字符串的第一个单词，并统计每个单词的出现次数，最后按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2778","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword`，我们想要统计日志中每个不同的消息子字符串（`labels.msg_substring_.keyword`）出现的次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2779","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.upstream_response_time(float)`，我们想要计算日志中上游响应时间的 99.9 百分位数（`P999`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2780","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.upstream_response_time(float)`，我们想要计算日志中上游响应时间的 90 百分位数（`P90`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2781","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.uri.keyword` 和 `__time__`，我们想要计算日志中每个 URI（`labels.uri.keyword`）在不同时间（按分钟截取）的请求时间的 99.9 百分位数（`p999`），并按照时间降序排列，最后返回前 1440 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2782","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.upstream_response_time(float)`，我们想要计算日志中上游响应时间的 99 百分位数（`P99`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2783","我在使用LTS服务，已知表名为 `log`，该表包含字段不明确（未指定字段），我们想要比较日志中今天和昨天的 40X 状态码数量，计算其比率，并返回当前 40X 数量、昨日 40X 数量和比值。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2784","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.meth.keyword`，我们想要从日志中提取请求方法的前 200 个字符（`labels.meth.keyword`），统计每个请求方法的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2785","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword` 和 `error`，我们想要统计日志中每组消息子字符串和错误信息组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2786","我在使用LTS服务，已知表名为 `log`，该表包含字段 `__time` 和 `labels.msg.keyword`，我们想要按分钟对日志时间进行分组，统计每分钟的日志数量和消息内容，并返回最小日志数量和对应的消息内容。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2787","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword`，我们想要从日志中提取消息内容的前 100 个字符（`labels.msg.keyword`），统计每个消息内容的出现次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2788","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.listlen(long)`，我们想要从日志中查询列表长度（`labels.listlen(long)`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2789","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.host.keyword`、`labels.uri.keyword` 和 `labels.request_time(float)`，我们想要统计日志中每组主机、URI 和状态码组合的平均请求时间，并按照请求时间的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2790","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中每个状态码（`labels.status(long)`）出现的次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2791","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.message.keyword`，我们想要从日志中提取消息内容的前 200 个字符（`labels.message.keyword`），统计每个消息内容的出现次数，并按照出现次数的降序排列，返回前 10 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2792","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.uri.keyword`，我们想要统计日志中每个 URI（`labels.uri.keyword`）出现的次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2793","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword` 和 `labels.ts(long)`，我们想要统计日志中每组消息子字符串和时间戳组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2794","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name`、`offline_time` 和 `trk_list`，我们想要统计日志中每组服务器名称、离线时间和跟踪列表组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2795","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.server_id.keyword`，我们想要统计日志中每个服务器 ID（`labels.server_id.keyword`）出现的次数，并筛选出出现次数大于等于 5 的记录，最后按照出现次数的升序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2796","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中状态码为 504 的记录数量（`SUM_504`）以及状态码不为 504 的记录数量（`SUM_OTHER_50X`），并处理可能的空值情况（将空值替换为 0）。请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2797","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword`，我们想要从日志中提取消息子字符串中的异常信息（包含“Exception”的部分），并统计每个异常信息的出现次数，最后按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2798","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.sid.keyword`、`labels.server_name.keyword` 和 `labels.server_id.keyword`，我们想要统计日志中每个会话 ID、服务器名称和服务器 ID 组合的出现次数，并排除包含特定字符的会话 ID，最后按照出现次数的降序排列，返回前 3 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2799","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.mid(long)`，我们想要统计日志中每个 MID（`labels.mid(long)`）的出现次数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2800","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 100 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 10）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2801","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.err.keyword`，我们想要统计日志中每个错误信息（`labels.err.keyword`）出现的次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2802","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.status(long)`，我们想要统计日志中状态码为 404 的记录数量（`SUM_404`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2803","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.request_time(float)`，我们想要计算日志中请求时间的 99 百分位数（`p99`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2804","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.lv.keyword`，我们想要统计日志中每个日志级别（`labels.lv.keyword`）的出现次数，并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2805","我在使用LTS服务，已知表名为 `log`，该表包含字段不明确（未指定字段），我们想要统计日志表的总行数，并按照出现次数的降序排列，返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2806","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.server_name.keyword`、`labels.e_msg.keyword` 和 `labels.error_code(long)`，我们想要统计日志中每组服务器名称、错误消息和错误代码组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2807","我在使用LTS服务，已知表名为 `log`，该表包含字段不明确（未指定字段），我们想要比较日志中今天和昨天的总行数，计算其比率，并返回当前数量、昨日数量和比值。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2808","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.rid(long)`，我们想要统计日志中每个请求 ID（`labels.rid(long)`）的出现次数，并计算其占总日志数量的百分比，最后按照出现次数的降序排列，返回前 3 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2809","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name`、`alarm_time` 和 `alarm_obj_info.id`，我们想要统计日志中每组服务器名称、告警时间和告警对象信息组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2810","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.server_name.keyword`，我们想要统计日志中每个服务器名称（`labels.server_name.keyword`）的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2811","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 50）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2812","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.uri.keyword` 和 `labels.status(long)`，我们想要从日志中提取 URI 的前部分（去掉查询参数），并统计每个 URI 和状态码组合的出现次数，在满足子查询条件（日志表总行数大于等于 1000）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 3 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2813","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 400 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 15）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2814","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 8）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2815","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name`、`online_time` 和 `trk_list`，我们想要统计日志中每组服务器名称、上线时间和跟踪列表组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2816","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.ts(float)` 和 `labels.vname.keyword`，我们想要统计日志中每个虚拟名称（`labels.vname.keyword`）的最大和最小时间戳，并筛选出任务停止记录且时间差大于 900 秒的记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2817","我在使用LTS服务，已知表名为 `log`，该表包含字段不明确（未指定字段），我们想要比较日志中今天和昨天的总行数，计算其比率，并返回当前风控数量、昨日风控数量和比值。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2818","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.rid(long)` 和 `labels.traceID.keyword`，我们想要统计日志中每个请求 ID 和跟踪 ID 组合的出现次数，并返回前 100000 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2819","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.pathFile.keyword`，我们想要从日志中提取项目名称，并比较今天和昨天的错误数量，计算其增加倍数，最后按照增加倍数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2820","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于等于 5）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 10 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2821","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name`、`alarm_time` 和 `url`，我们想要统计日志中每组服务器名称、告警时间和 URL 组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2822","我在使用LTS服务，已知表名为 `log`，该表包含字段 `server_name`、`last_share_rate`、`current_share_rate` 和 `alarm_time`，我们想要统计日志中每组服务器名称、上次分享率、当前分享率和告警时间组合的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2823","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg(float)`，我们想要计算日志中消息内容大于等于 25 的记录占总记录数量的百分比。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2824","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg_substring_.keyword`，我们想要统计日志中每个不同的消息子字符串（`labels.msg_substring_.keyword`）出现的次数，并按照出现次数的降序排列，返回前 5 条记录。请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2825","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.rid(long)`，我们想要从日志中查询请求 ID（`labels.rid(long)`），并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2826","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.lv`，我们想要统计日志中错误级别（`labels.lv = 'error'`）和警告级别（`labels.lv = 'warn'`）的记录数量，并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2827","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword`，我们想要从日志中提取消息内容的前 40 个字符（`labels.msg.keyword`），统计每个消息内容的出现次数，并按照出现次数的降序排列，返回前 10000 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2828","我在使用LTS服务，已知表名为 `log`，该表包含字段 `__time`，我们想要按分钟对日志时间进行分组，统计每分钟的日志数量，并返回最小日志数量和总记录数。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2829","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword` 和 `labels.aid.keyword`，我们想要从日志中提取消息内容的前 300 个字符（`labels.msg.keyword`）和应用名（`labels.aid.keyword`），统计每组消息内容和应用名的组合出现的次数，并在满足子查询条件（日志表总行数大于 1）的情况下，按照出现次数的降序排列，最后返回出现次数最多的前 5 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2830","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.msg.keyword`，我们想要从日志中提取消息内容的前 50 个字符（`labels.msg.keyword`），统计每个消息内容的出现次数，并按照出现次数的降序排列。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2831","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.sid.keyword` 和 `labels.u_ip.keyword`，我们想要统计日志中每组会话 ID 和用户 IP 组合的出现次数，并筛选出出现次数大于等于 5 的记录，最后按照出现次数的降序排列，返回数量最多的一条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
"2832","我在使用LTS服务，已知表名为 `log`，该表包含字段 `labels.cost(float)`，我们想要查询日志中请求成本的最大值，并返回前 100 条记录。  请帮我生成SQL语句。","LTS云服务使用","自然语言生成SQL"
